apiVersion,reference,url,contentType,language,databaseLabel,database,summary,weight,content,accessRestriction,children,highlightedFragments,citation,metadata.identifier,metadata.es_ContentType,metadata.caName,metadata.es_SortDate,metadata.deadlineDate,metadata.description,metadata.language,metadata.title,metadata.type,metadata.url,metadata.esST_URL,metadata.callccm2Id,metadata.DATASOURCE,metadata.REFERENCE,metadata.projectAcronym,metadata.frameworkProgramme,metadata.startDate,metadata.deadlineModel,metadata.status,metadata.typesOfAction,fetched_at
2.155,51176764TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-03,text/plain,en,SEDIA,SEDIA,SSbD bio-based solutions for home and/or personal care,0.0,SSbD bio-based solutions for home and/or personal care,False,[],[],SSbD bio-based solutions for home and/or personal care. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-03,['HORIZON-JU-CBE-2026-IAFlag-03'],['text/plain'],,['2026-04-23T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['SSbD bio-based solutions for home and/or personal care'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-03'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-03'],['51176965'],['SEDIA'],['51176764TOPICSen'],,['43108390'],['2026-04-23T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,51176608TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-04,text/plain,en,SEDIA,SEDIA,"High-performance, circular-by-design, bio-based thermosets",0.0,"High-performance, circular-by-design, bio-based thermosets",False,[],[],"High-performance, circular-by-design, bio-based thermosets. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-04",['HORIZON-JU-CBE-2026-IA-04'],['text/plain'],,['2026-04-23T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],"['High-performance, circular-by-design, bio-based thermosets']",['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-04'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-04'],['51176965'],['SEDIA'],['51176608TOPICSen'],,['43108390'],['2026-04-23T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,51176920TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-RIA-03,text/plain,en,SEDIA,SEDIA,Develop breakthrough and sustainable bio-based textile fibres,0.0,Develop breakthrough and sustainable bio-based textile fibres,False,[],[],Develop breakthrough and sustainable bio-based textile fibres. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-RIA-03,['HORIZON-JU-CBE-2026-RIA-03'],['text/plain'],,['2026-04-23T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Develop breakthrough and sustainable bio-based textile fibres'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-RIA-03'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-RIA-03'],['51176965'],['SEDIA'],['51176920TOPICSen'],,['43108390'],['2026-04-23T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Research and Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,51176567TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-03,text/plain,en,SEDIA,SEDIA,Bio-based chemicals and/or materials from woody residues,0.0,Bio-based chemicals and/or materials from woody residues,False,[],[],Bio-based chemicals and/or materials from woody residues. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-03,['HORIZON-JU-CBE-2026-IA-03'],['text/plain'],,['2026-04-23T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Bio-based chemicals and/or materials from woody residues'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-03'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-03'],['51176965'],['SEDIA'],['51176567TOPICSen'],,['43108390'],['2026-04-23T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,51176725TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-02,text/plain,en,SEDIA,SEDIA,SSbD bio-based alternatives for fertilising and/or crop protection products,0.0,SSbD bio-based alternatives for fertilising and/or crop protection products,False,[],[],SSbD bio-based alternatives for fertilising and/or crop protection products. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-02,['HORIZON-JU-CBE-2026-IAFlag-02'],['text/plain'],,['2026-04-23T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['SSbD bio-based alternatives for fertilising and/or crop protection products'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-02'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-02'],['51176965'],['SEDIA'],['51176725TOPICSen'],,['43108390'],['2026-04-23T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,51176527TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-02,text/plain,en,SEDIA,SEDIA,Bio-based additives as alternatives to unlock and increase recyclability and/or biodegradability,0.0,Bio-based additives as alternatives to unlock and increase recyclability and/or biodegradability,False,[],[],Bio-based additives as alternatives to unlock and increase recyclability and/or biodegradability. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-02,['HORIZON-JU-CBE-2026-IA-02'],['text/plain'],,['2026-04-23T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Bio-based additives as alternatives to unlock and increase recyclability and/or biodegradability'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-02'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-02'],['51176965'],['SEDIA'],['51176527TOPICSen'],,['43108390'],['2026-04-23T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,51176802TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-04,text/plain,en,SEDIA,SEDIA,Diversification of nutritional food ingredient sources for increased EU resilience and strategic autonomy,0.0,Diversification of nutritional food ingredient sources for increased EU resilience and strategic autonomy,False,[],[],Diversification of nutritional food ingredient sources for increased EU resilience and strategic autonomy. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-04,['HORIZON-JU-CBE-2026-IAFlag-04'],['text/plain'],,['2026-04-23T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Diversification of nutritional food ingredient sources for increased EU resilience and strategic autonomy'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-04'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-04'],['51176965'],['SEDIA'],['51176802TOPICSen'],,['43108390'],['2026-04-23T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,51176647TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-05,text/plain,en,SEDIA,SEDIA,Films and coatings for circular packaging,0.0,Films and coatings for circular packaging,False,[],[],Films and coatings for circular packaging. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-05,['HORIZON-JU-CBE-2026-IA-05'],['text/plain'],,['2026-04-23T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Films and coatings for circular packaging'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-05'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-05'],['51176965'],['SEDIA'],['51176647TOPICSen'],,['43108390'],['2026-04-23T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,51176449TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-CSA-01,text/plain,en,SEDIA,SEDIA,Supporting industry in the switch to sustainable and circular bio-based products and processes,0.0,Supporting industry in the switch to sustainable and circular bio-based products and processes,False,[],[],Supporting industry in the switch to sustainable and circular bio-based products and processes. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-CSA-01,['HORIZON-JU-CBE-2026-CSA-01'],['text/plain'],,['2026-04-23T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Supporting industry in the switch to sustainable and circular bio-based products and processes'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-CSA-01'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-CSA-01'],['51176965'],['SEDIA'],['51176449TOPICSen'],,['43108390'],['2026-04-23T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Coordination and Support Actions'],2026-09-20 09:08:50.362431+00:00
2.155,51176687TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-01,text/plain,en,SEDIA,SEDIA,Boosting biorefinery competitiveness through biotech,0.0,Boosting biorefinery competitiveness through biotech,False,[],[],Boosting biorefinery competitiveness through biotech. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-01,['HORIZON-JU-CBE-2026-IAFlag-01'],['text/plain'],,['2026-04-23T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Boosting biorefinery competitiveness through biotech'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-01'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IAFlag-01'],['51176965'],['SEDIA'],['51176687TOPICSen'],,['43108390'],['2026-04-23T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,51176489TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-01,text/plain,en,SEDIA,SEDIA,Biotech routes for valorisation of residual biomass,0.0,Biotech routes for valorisation of residual biomass,False,[],[],Biotech routes for valorisation of residual biomass. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-01,['HORIZON-JU-CBE-2026-IA-01'],['text/plain'],,['2026-04-23T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Biotech routes for valorisation of residual biomass'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-01'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-IA-01'],['51176965'],['SEDIA'],['51176489TOPICSen'],,['43108390'],['2026-04-23T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,51176846TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-RIA-01,text/plain,en,SEDIA,SEDIA,Addressing separation and purification challenges in biorefineries,0.0,Addressing separation and purification challenges in biorefineries,False,[],[],Addressing separation and purification challenges in biorefineries. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-RIA-01,['HORIZON-JU-CBE-2026-RIA-01'],['text/plain'],,['2026-04-23T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Addressing separation and purification challenges in biorefineries'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-RIA-01'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-RIA-01'],['51176965'],['SEDIA'],['51176846TOPICSen'],,['43108390'],['2026-04-23T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Research and Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,51176881TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-RIA-02,text/plain,en,SEDIA,SEDIA,SSbD bio-based polymers from alternative sources,0.0,SSbD bio-based polymers from alternative sources,False,[],[],SSbD bio-based polymers from alternative sources. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-RIA-02,['HORIZON-JU-CBE-2026-RIA-02'],['text/plain'],,['2026-04-23T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['SSbD bio-based polymers from alternative sources'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-RIA-02'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-CBE-2026-RIA-02'],['51176965'],['SEDIA'],['51176881TOPICSen'],,['43108390'],['2026-04-23T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Research and Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,49282955TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CREA-MEDIA-2026-DEVMINISLATE,text/plain,en,SEDIA,SEDIA,European mini-slate development,0.0,European mini-slate development,False,[],[],European mini-slate development. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CREA-MEDIA-2026-DEVMINISLATE,['CREA-MEDIA-2026-DEVMINISLATE'],['text/plain'],,['2026-04-22T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['European mini-slate development'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CREA-MEDIA-2026-DEVMINISLATE'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CREA-MEDIA-2026-DEVMINISLATE'],['49282995'],['SEDIA'],['49282955TOPICSen'],,['43251814'],['2026-04-22T00:00:00.000+0000'],['single-stage'],['31094502'],['CREA Lump Sum Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51084008TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-ENV-GOV,text/plain,en,SEDIA,SEDIA,Environment governance,0.0,Environment governance,False,[],[],Environment governance. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-ENV-GOV,['LIFE-2026-SAP-ENV-GOV'],['text/plain'],,['2026-04-21T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Environment governance'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-ENV-GOV'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-ENV-GOV'],['51084019'],['SEDIA'],['51084008TOPICSen'],,['43252405'],['2026-04-21T00:00:00.000+0000'],['single-stage'],['31094502'],['LIFE Project Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51084000TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-ENV-ENVIRONMENT,text/plain,en,SEDIA,SEDIA,Circular Economy and Zero Pollution,0.0,Circular Economy and Zero Pollution,False,[],[],Circular Economy and Zero Pollution. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-ENV-ENVIRONMENT,['LIFE-2026-SAP-ENV-ENVIRONMENT'],['text/plain'],,['2026-04-21T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Circular Economy and Zero Pollution'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-ENV-ENVIRONMENT'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-ENV-ENVIRONMENT'],['51084019'],['SEDIA'],['51084000TOPICSen'],,['43252405'],['2026-04-21T00:00:00.000+0000'],['single-stage'],['31094502'],['LIFE Project Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51084975TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-NAT-GOV,text/plain,en,SEDIA,SEDIA,Nature Governance and Information,0.0,Nature Governance and Information,False,[],[],Nature Governance and Information. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-NAT-GOV,['LIFE-2026-SAP-NAT-GOV'],['text/plain'],,['2026-04-21T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Nature Governance and Information'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-NAT-GOV'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-NAT-GOV'],['51084994'],['SEDIA'],['51084975TOPICSen'],,['43252405'],['2026-04-21T00:00:00.000+0000'],['single-stage'],['31094502'],['LIFE Project Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51084983TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-NAT-NATURE,text/plain,en,SEDIA,SEDIA,Nature and Biodiversity,0.0,Nature and Biodiversity,False,[],[],Nature and Biodiversity. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-NAT-NATURE,['LIFE-2026-SAP-NAT-NATURE'],['text/plain'],,['2026-04-21T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Nature and Biodiversity'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-NAT-NATURE'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-NAT-NATURE'],['51084994'],['SEDIA'],['51084983TOPICSen'],,['43252405'],['2026-04-21T00:00:00.000+0000'],['single-stage'],['31094502'],['LIFE Project Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51144387TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-SUPPORT-10-DISSEMINATION,text/plain,en,SEDIA,SEDIA,Support to Dissemination and Exploitation (D&amp;E) for the Digital Europe Programme,0.0,Support to Dissemination and Exploitation (D&amp;E) for the Digital Europe Programme,False,[],[],Support to Dissemination and Exploitation (D&E) for the Digital Europe Programme. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-SUPPORT-10-DISSEMINATION,['DIGITAL-2026-SUPPORT-10-DISSEMINATION'],['text/plain'],,['2026-04-21T00:00:00.000+0000'],['2026-10-01T00:00:00.000+0000'],,['en'],['Support to Dissemination and Exploitation (D&E) for the Digital Europe Programme'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-SUPPORT-10-DISSEMINATION'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-SUPPORT-10-DISSEMINATION'],['51144405'],['SEDIA'],['51144387TOPICSen'],,['43152860'],['2026-04-21T00:00:00.000+0000'],['single-stage'],['31094502'],['DIGITAL Coordination and Support Actions'],2026-09-20 09:08:50.362431+00:00
2.155,51144508TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-BESTUSE-10-NETWORKSICs,text/plain,en,SEDIA,SEDIA,Ensuring comprehensive geographical coverage of the Network of Safer Internet Centres (SICs),0.0,Ensuring comprehensive geographical coverage of the Network of Safer Internet Centres (SICs),False,[],[],Ensuring comprehensive geographical coverage of the Network of Safer Internet Centres (SICs). Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-BESTUSE-10-NETWORKSICs,['DIGITAL-2026-BESTUSE-10-NETWORKSICs'],['text/plain'],,['2026-04-21T00:00:00.000+0000'],['2026-10-01T00:00:00.000+0000'],,['en'],['Ensuring comprehensive geographical coverage of the Network of Safer Internet Centres (SICs)'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-BESTUSE-10-NETWORKSICs'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-BESTUSE-10-NETWORKSICs'],['51144600'],['SEDIA'],['51144508TOPICSen'],,['43152860'],['2026-04-21T00:00:00.000+0000'],['single-stage'],['31094502'],['DIGITAL Simple Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51144435TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-BESTUSE-10-EHDS,text/plain,en,SEDIA,SEDIA,Building capacity to deploy the EEHRxF and digital health services and systems to support the rights of citizens and reuse of health data under EHDS,0.0,Building capacity to deploy the EEHRxF and digital health services and systems to support the rights of citizens and reuse of health data under EHDS,False,[],[],Building capacity to deploy the EEHRxF and digital  health services and systems to support the rights of  citizens and reuse of health data under EHDS. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-BESTUSE-10-EHDS,['DIGITAL-2026-BESTUSE-10-EHDS'],['text/plain'],,['2026-04-21T00:00:00.000+0000'],['2026-10-01T00:00:00.000+0000'],,['en'],['Building capacity to deploy the EEHRxF and digital  health services and systems to support the rights of  citizens and reuse of health data under EHDS'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-BESTUSE-10-EHDS'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-BESTUSE-10-EHDS'],['51144600'],['SEDIA'],['51144435TOPICSen'],,['43152860'],['2026-04-21T00:00:00.000+0000'],['single-stage'],['31094502'],['DIGITAL Grants for Financial Support'],2026-09-20 09:08:50.362431+00:00
2.155,51106210TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-GOV,text/plain,en,SEDIA,SEDIA,Climate Governance and Information,0.0,Climate Governance and Information,False,[],[],Climate Governance and Information. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-GOV,['LIFE-2026-SAP-CLIMA-GOV'],['text/plain'],,['2026-04-21T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Climate Governance and Information'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-GOV'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-GOV'],['51106221'],['SEDIA'],['51106210TOPICSen'],,['43252405'],['2026-04-21T00:00:00.000+0000'],['single-stage'],['31094502'],['LIFE Project Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51106202TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-CCM,text/plain,en,SEDIA,SEDIA,Climate Change Mitigation,0.0,Climate Change Mitigation,False,[],[],Climate Change Mitigation. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-CCM,['LIFE-2026-SAP-CLIMA-CCM'],['text/plain'],,['2026-04-21T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Climate Change Mitigation'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-CCM'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-CCM'],['51106221'],['SEDIA'],['51106202TOPICSen'],,['43252405'],['2026-04-21T00:00:00.000+0000'],['single-stage'],['31094502'],['LIFE Project Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51106194TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-CCA,text/plain,en,SEDIA,SEDIA,Climate Change Adaptation,0.0,Climate Change Adaptation,False,[],[],Climate Change Adaptation. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-CCA,['LIFE-2026-SAP-CLIMA-CCA'],['text/plain'],,['2026-04-21T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['Climate Change Adaptation'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-CCA'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-CCA'],['51106221'],['SEDIA'],['51106194TOPICSen'],,['43252405'],['2026-04-21T00:00:00.000+0000'],['single-stage'],['31094502'],['LIFE Project Grants'],2026-09-20 09:08:50.362431+00:00
